Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume,Classification
0.30,141.20,47.15,0.23,0.58,16521.00,13291.00,12575.50,11779.00,1658.00,66455.00,22.00,102.67,95.52,16.50,0.74,0.01,
1.10,141.12,46.80,0.15,0.62,18852.00,14887.10,14172.90,11847.00,2328.89,208419.00,52.00,102.76,95.19,17.15,0.64,0.06,
0.52,141.40,46.99,0.12,0.69,18044.00,15947.80,14857.30,13435.00,1628.99,79739.00,22.00,102.82,95.53,17.23,0.66,0.02,
0.33,141.07,46.84,0.10,0.41,16405.00,14838.20,14022.00,13657.00,1126.77,74191.00,22.00,102.90,94.82,17.96,0.56,0.01,
0.35,141.62,46.95,0.52,0.34,17880.00,14988.80,14231.10,13301.00,1530.91,89933.00,24.00,102.81,95.74,17.85,0.73,0.01,
0.49,141.40,46.56,0.28,0.29,15445.00,14463.50,14441.10,12849.00,923.84,86781.00,26.00,103.23,94.85,18.44,0.60,0.01,
4.19,142.78,46.11,0.49,0.37,30926.00,18089.60,17346.20,12629.00,3621.49,1049190.00,162.00,103.23,97.00,17.99,0.54,0.32,
0.30,141.70,46.57,0.25,0.44,16393.00,15245.00,14070.00,14070.00,948.55,45735.00,14.00,103.19,95.70,16.47,0.70,0.01,
0.33,141.83,46.41,0.25,0.50,16717.00,14805.30,14385.30,13608.00,1156.55,59221.00,18.00,103.41,95.62,16.67,0.72,0.01,
0.37,141.32,47.37,0.13,0.00,14961.00,13904.40,13413.70,13144.00,640.40,69522.00,26.00,102.45,95.81,17.22,0.61,0.01,
2.54,142.17,46.27,0.45,0.26,20984.00,15834.60,15460.50,12763.00,1891.52,506706.00,110.00,103.40,95.91,17.93,0.48,0.13,
0.31,142.17,46.86,0.25,0.44,19239.00,17738.30,16461.00,16461.00,1145.05,53215.00,14.00,103.01,96.37,17.73,0.72,0.01,
1.09,142.44,46.46,0.23,0.71,20840.00,15503.10,14829.80,12478.00,2055.07,217044.00,50.00,103.28,96.33,18.55,0.68,0.06,
1.15,140.15,47.03,0.44,0.43,19318.00,15660.30,14841.50,12244.00,2479.18,203584.00,48.00,102.63,93.69,18.19,0.67,0.06,
1.09,142.16,45.82,0.28,0.51,22696.00,14711.80,13434.20,12251.00,2889.27,176541.00,50.00,103.77,95.42,18.31,0.59,0.05,
5.21,140.57,47.01,0.18,0.70,26690.00,17435.00,16317.80,12788.00,3403.61,1115840.00,202.00,102.48,94.41,18.58,0.46,0.35,
0.16,140.01,47.92,0.27,0.00,15346.00,13944.30,13125.00,13125.00,995.85,41833.00,14.00,101.90,94.22,18.49,0.71,0.00,
1.24,159.79,32.03,0.34,0.51,24632.00,19634.00,19817.30,15828.00,2576.78,215974.00,42.00,107.15,117.64,14.53,0.60,0.06,
0.88,160.54,31.76,0.51,0.25,23085.00,16635.10,15241.60,14355.00,2628.13,149716.00,38.00,107.76,118.02,15.23,0.53,0.03,
0.40,159.65,32.10,0.16,0.58,17844.00,17141.20,16949.90,15532.00,862.84,85706.00,22.00,106.75,117.71,15.45,0.65,0.01,
0.23,160.06,31.93,0.39,0.47,16701.00,16403.70,15975.00,15975.00,310.64,49211.00,14.00,107.23,117.86,15.17,0.69,0.01,
0.32,160.21,32.33,0.16,0.84,17054.00,14744.30,13202.90,12633.00,1868.87,58977.00,18.00,107.80,117.50,15.61,0.73,0.01,
0.21,160.54,32.07,0.25,0.44,14266.00,13708.70,12740.00,12740.00,687.53,41126.00,14.00,107.99,117.72,15.98,0.74,0.01,
2.73,158.84,31.13,0.21,0.45,25093.00,17968.90,17551.30,13532.00,2924.69,503129.00,104.00,104.92,118.34,14.72,0.50,0.15,
0.29,158.63,31.92,0.25,0.44,20547.00,17939.30,16553.00,16553.00,1845.12,53818.00,14.00,105.08,117.84,15.38,0.77,0.01,
0.32,159.03,31.19,0.25,0.44,19131.00,18317.30,17802.00,17802.00,582.10,54952.00,14.00,104.72,118.67,15.53,0.73,0.01,
0.30,158.66,31.91,0.02,0.99,20326.00,16554.30,15820.20,14057.00,2307.21,66217.00,18.00,104.92,117.95,16.00,0.52,0.01,
0.43,159.17,31.33,0.32,0.25,21039.00,17305.30,16069.50,14741.00,2480.70,103832.00,26.00,105.11,118.43,16.12,0.63,0.01,
0.17,158.42,32.41,0.32,0.46,14572.00,14036.30,13657.60,13508.00,459.64,56145.00,18.00,105.04,117.43,16.57,0.71,0.00,
0.10,158.38,32.23,0.25,0.44,14156.00,13885.00,13491.00,13491.00,285.06,41655.00,14.00,104.69,117.66,16.72,0.64,0.00,
0.13,158.42,31.99,0.25,0.44,14465.00,13672.30,13244.00,13244.00,561.12,41017.00,14.00,104.51,117.86,16.82,0.65,0.00,
0.45,158.89,31.78,0.36,0.18,17944.00,15491.20,14338.90,13966.00,1501.32,77456.00,22.00,104.96,118.08,16.90,0.65,0.01,
0.51,159.17,29.34,0.16,0.00,19277.00,14155.50,11952.10,11229.00,3146.48,56622.00,22.00,103.15,120.46,13.50,0.70,0.02,
3.42,159.16,29.07,0.11,0.73,20992.00,15537.70,14717.80,12118.00,2389.98,590433.00,136.00,102.91,120.46,15.18,0.42,0.16,
0.25,159.38,29.58,0.16,0.84,15348.00,14629.30,14300.40,14083.00,486.56,58517.00,18.00,103.34,120.26,16.20,0.72,0.01,
0.07,159.48,29.35,0.39,0.47,13380.00,12949.00,12600.00,12600.00,323.66,38847.00,14.00,103.10,120.49,16.94,0.73,0.00,
0.42,166.62,20.17,0.29,0.46,16694.00,14059.00,12280.90,12193.00,1919.95,70295.00,22.00,103.48,129.57,16.29,0.74,0.02,
0.29,166.95,20.04,0.00,1.92,16048.00,14978.30,14343.00,14343.00,760.81,44935.00,14.00,103.76,129.81,16.06,0.69,0.01,
0.74,155.23,36.74,0.52,0.23,19678.00,16259.60,15375.30,13941.00,1811.36,146336.00,36.00,105.35,113.07,14.57,0.57,0.03,
0.37,155.99,35.87,0.08,0.53,20092.00,17658.80,17262.10,15620.00,1598.56,70635.00,18.00,105.51,113.96,14.56,0.60,0.01,
2.31,156.03,35.99,0.29,0.61,27806.00,20006.70,18684.30,15385.00,3589.97,700234.00,86.00,105.81,113.69,14.96,0.71,0.20,
0.39,155.64,36.32,0.54,0.32,18267.00,17056.80,16126.00,15831.00,957.11,85284.00,22.00,105.53,113.42,14.87,0.71,0.01,
0.44,155.91,35.73,0.23,0.37,18413.00,15592.20,14830.10,14066.00,1437.64,93553.00,26.00,105.21,114.05,15.24,0.65,0.01,
0.08,156.08,35.93,0.39,0.47,15996.00,15400.00,14687.00,14687.00,540.76,46200.00,14.00,105.55,113.93,15.45,0.77,0.00,
0.48,155.83,35.71,0.54,0.32,21949.00,16048.00,13615.30,13483.00,3155.87,80240.00,22.00,104.96,114.11,15.69,0.71,0.02,
0.18,155.73,35.59,0.39,0.47,16560.00,14593.30,12460.00,12460.00,1677.96,43780.00,14.00,104.62,114.24,16.05,0.81,0.01,
2.76,160.93,30.98,0.17,0.71,23576.00,16490.90,15639.10,12593.00,2722.40,544199.00,120.00,107.64,118.70,14.90,0.47,0.14,
0.21,161.03,30.76,0.27,0.00,16134.00,14197.30,12897.00,12897.00,1396.00,42592.00,14.00,107.41,119.09,14.48,0.67,0.00,
0.48,161.32,30.45,0.42,0.45,17347.00,14532.80,13172.40,12306.00,2076.64,87197.00,26.00,107.65,119.21,15.06,0.62,0.02,
0.26,155.92,37.25,0.16,0.84,14579.00,13863.30,13351.10,13075.00,658.33,55453.00,18.00,106.92,112.56,14.44,0.71,0.01,
0.16,155.57,37.12,0.25,0.44,16962.00,15160.70,13740.00,13740.00,1342.63,45482.00,14.00,106.24,112.70,14.62,0.66,0.00,
1.63,156.02,36.83,0.15,0.60,24118.00,17352.20,16386.80,14320.00,2645.00,294988.00,70.00,106.57,112.86,15.73,0.49,0.07,
0.69,157.76,32.15,0.06,0.52,18966.00,13774.30,13416.50,11117.00,2433.61,110194.00,34.00,104.22,117.62,13.85,0.60,0.02,
0.38,157.77,32.90,0.26,0.70,16046.00,14348.40,13882.20,13648.00,865.05,71742.00,20.00,105.01,116.84,14.62,0.65,0.01,
3.70,157.86,32.53,0.58,0.21,22996.00,16584.00,15596.80,13525.00,2465.26,646777.00,148.00,105.04,116.83,15.42,0.43,0.19,
0.25,158.44,32.51,0.32,0.46,18126.00,15284.80,14129.80,13678.00,1730.55,61139.00,18.00,105.28,117.34,15.80,0.74,0.01,
1.93,159.88,30.36,0.33,0.45,24731.00,18265.00,17922.40,14538.00,2866.39,493155.00,74.00,105.36,119.25,15.39,0.66,0.14,
0.37,159.79,28.50,0.39,0.38,14848.00,13956.00,13420.20,12783.00,881.79,55824.00,18.00,102.97,121.32,14.57,0.69,0.01,
1.12,159.60,28.59,0.31,0.49,20991.00,16003.50,14695.90,13425.00,2483.04,192042.00,48.00,102.86,121.07,15.29,0.61,0.05,
0.16,162.40,26.83,0.39,0.47,14052.00,13554.00,12929.00,12929.00,467.18,40662.00,14.00,104.95,122.99,15.18,0.82,0.00,
2.72,161.97,25.05,0.34,0.31,28609.00,15093.00,14301.40,12684.00,2817.14,528255.00,120.00,102.41,124.60,14.94,0.49,0.15,
0.28,156.22,35.01,0.71,0.16,15161.00,14000.80,13513.00,13439.00,619.74,70004.00,22.00,105.14,114.73,13.70,0.75,0.01,
0.85,156.34,34.69,0.31,0.25,17430.00,14711.50,13938.80,13510.00,1136.83,161826.00,44.00,105.16,114.80,14.29,0.54,0.03,
1.05,156.97,34.09,0.13,0.46,19746.00,14559.90,13759.80,12995.00,1694.98,203838.00,56.00,105.19,115.55,14.88,0.48,0.03,
1.42,156.52,34.71,0.43,0.39,22714.00,15718.80,14321.30,12627.00,2735.38,282939.00,68.00,104.98,115.01,15.78,0.58,0.07,
0.46,156.84,34.15,0.70,0.18,18007.00,15444.00,13931.90,13642.00,1691.00,77220.00,22.00,104.76,115.63,15.88,0.69,0.02,
0.26,156.23,35.16,0.13,0.00,14311.00,12745.20,12088.90,11805.00,868.02,63726.00,22.00,104.69,114.72,16.96,0.59,0.01,
2.23,158.48,31.16,0.20,0.55,19353.00,15318.60,15107.00,13106.00,1360.85,428921.00,96.00,104.04,118.48,15.90,0.49,0.11,
6.54,159.70,30.63,0.29,0.38,51209.00,21063.50,19780.40,14132.00,5076.70,2001030.00,258.00,105.91,118.54,15.33,0.50,0.56,
0.29,159.45,31.16,0.39,0.47,20433.00,17285.30,14416.00,14416.00,2464.29,51856.00,14.00,105.59,118.63,14.23,0.77,0.01,
0.39,160.11,30.73,0.16,0.84,22726.00,18600.50,17320.00,15080.00,2802.71,74402.00,18.00,105.97,119.07,15.04,0.71,0.01,
0.18,160.23,27.40,0.25,0.44,14772.00,13476.00,11710.00,11710.00,1293.48,40428.00,14.00,102.33,122.47,14.22,0.73,0.00,
0.48,160.10,27.68,0.52,0.19,17082.00,14093.90,13224.60,12489.00,1540.11,98657.00,30.00,102.55,122.09,14.42,0.51,0.01,
3.46,160.54,26.90,0.15,0.70,24837.00,16688.60,15117.80,12207.00,3545.20,784366.00,142.00,102.50,122.57,15.58,0.55,0.24,
1.05,160.89,26.65,0.28,0.43,16282.00,14547.70,14170.90,13103.00,952.84,189120.00,52.00,102.53,123.08,15.00,0.48,0.03,
0.12,160.39,27.12,0.25,0.44,13707.00,12975.00,12496.00,12496.00,525.76,38925.00,14.00,102.15,122.72,15.09,0.64,0.00,
0.21,160.13,27.88,0.39,0.47,16864.00,14539.00,13210.00,13210.00,1649.63,43617.00,14.00,102.70,121.92,15.16,0.79,0.01,
0.95,161.21,26.15,0.28,0.43,18000.00,14893.80,13663.00,12907.00,1813.45,178725.00,46.00,102.43,123.49,15.76,0.60,0.04,
0.19,161.47,26.07,0.12,0.93,15294.00,13696.00,12650.00,12650.00,1147.81,41088.00,14.00,102.50,123.80,15.49,0.63,0.00,
0.35,160.77,26.64,0.21,0.42,13535.00,13226.20,13284.90,12431.00,406.85,66131.00,22.00,102.11,123.14,16.04,0.64,0.01,
0.28,161.02,26.94,0.32,0.46,16747.00,14706.50,13776.60,13552.00,1258.90,58826.00,18.00,102.82,122.87,16.10,0.77,0.01,
0.21,161.46,26.68,0.39,0.38,14619.00,13715.80,13081.90,13045.00,673.81,54863.00,18.00,103.06,123.17,16.68,0.73,0.01,
1.61,162.01,26.59,0.16,0.70,25017.00,16453.00,15183.40,12616.00,3552.27,312607.00,70.00,104.22,123.04,15.62,0.61,0.09,
0.32,162.13,26.52,0.25,0.44,16011.00,15673.00,15103.00,15103.00,405.37,47019.00,14.00,104.10,123.35,15.25,0.72,0.01,
0.48,162.37,26.25,0.78,0.14,16099.00,13848.00,13193.10,12639.00,1084.21,110784.00,30.00,104.21,123.50,15.86,0.65,0.02,
0.28,162.07,26.63,0.39,0.47,19835.00,16266.70,13201.00,13201.00,2731.54,48800.00,14.00,104.08,123.15,16.34,0.74,0.01,
0.26,161.95,26.61,0.25,0.44,18097.00,15924.00,13327.00,13327.00,1970.29,47772.00,14.00,103.75,123.21,16.80,0.70,0.01,
0.46,163.41,22.94,0.06,0.87,22761.00,16388.60,14479.60,14143.00,3237.74,81943.00,22.00,101.82,126.86,15.56,0.60,0.01,
0.72,163.23,23.10,0.21,0.50,20839.00,16406.30,14349.90,13770.00,2862.41,114844.00,30.00,101.82,126.59,15.81,0.65,0.03,
4.47,167.38,18.59,0.14,0.86,29656.00,17437.30,16256.40,11974.00,3984.30,1185740.00,186.00,103.09,130.92,15.76,0.55,0.37,
0.19,167.27,19.10,0.00,1.92,17378.00,15099.00,13695.00,13695.00,1625.90,45297.00,14.00,103.30,130.68,15.16,0.78,0.01,
0.36,157.07,33.33,0.22,0.61,17053.00,15727.80,15490.90,14314.00,988.15,62911.00,18.00,104.18,116.44,16.08,0.79,0.01,
5.30,160.15,31.15,0.14,0.75,36579.00,20324.90,19780.10,13333.00,4334.72,1463390.00,206.00,106.72,118.38,15.60,0.49,0.39,
3.34,161.10,27.72,0.39,0.26,23077.00,16947.50,16396.90,13305.00,2306.09,644006.00,130.00,104.26,121.70,16.50,0.46,0.18,
0.86,160.58,28.22,0.29,0.20,24269.00,17065.20,15442.80,13458.00,3381.00,170652.00,42.00,103.61,121.53,16.79,0.51,0.03,
4.15,165.73,19.30,0.49,0.14,25105.00,16123.50,15447.90,12619.00,3028.41,806174.00,168.00,101.59,129.97,15.89,0.45,0.24,
0.57,166.18,19.31,0.54,0.31,17082.00,14777.50,13953.80,12954.00,1591.38,88665.00,26.00,101.71,130.50,15.48,0.55,0.02,
0.16,164.94,20.84,0.12,0.93,14964.00,13757.00,13134.00,13134.00,853.62,41271.00,14.00,101.67,128.85,16.32,0.68,0.00,
0.26,165.13,20.62,0.27,0.00,15683.00,14220.00,13265.00,13265.00,1050.47,42660.00,14.00,101.47,129.22,16.54,0.74,0.01,
0.24,165.43,20.51,0.25,0.44,17058.00,15039.30,13997.00,13997.00,1427.67,45118.00,14.00,101.85,129.31,16.53,0.66,0.01,
0.70,165.45,20.50,0.47,0.32,16930.00,14297.20,13241.90,12677.00,1629.44,128675.00,38.00,101.95,129.16,17.19,0.60,0.03,
0.50,165.52,20.34,0.23,0.77,17036.00,15436.20,16199.90,12755.00,1642.41,92617.00,24.00,101.70,129.46,17.12,0.76,0.02,
0.62,156.69,35.51,0.41,0.42,19512.00,17354.80,16078.50,15095.00,1745.72,104129.00,24.00,106.27,114.20,14.73,0.59,0.02,
1.40,156.68,35.67,0.24,0.42,23962.00,17948.20,16551.70,15260.00,2472.77,269223.00,60.00,106.36,114.00,15.45,0.49,0.05,
1.53,160.45,28.96,0.14,0.65,25730.00,16980.40,16250.50,14390.00,2676.83,339608.00,70.00,104.37,120.79,16.22,0.59,0.08,
1.59,160.76,28.48,0.17,0.86,23748.00,18877.60,18300.50,15347.00,2495.75,302041.00,54.00,104.26,121.22,16.61,0.61,0.09,
3.42,163.90,22.24,0.44,0.31,26607.00,16622.40,15617.10,13642.00,2930.73,681517.00,140.00,101.90,127.30,16.55,0.46,0.18,
1.67,165.39,21.92,0.32,0.59,23942.00,14368.10,13107.00,11391.00,2937.23,316098.00,82.00,103.78,127.71,16.54,0.53,0.08,
0.78,166.52,18.86,0.39,0.18,20168.00,15634.40,15282.60,13181.00,2091.76,125075.00,34.00,101.72,130.81,16.51,0.59,0.03,
0.98,166.51,18.67,0.64,0.23,26773.00,15962.70,13459.00,12512.00,3980.61,175590.00,44.00,101.53,130.89,16.93,0.67,0.05,
0.48,166.85,18.60,0.35,0.52,17478.00,15881.00,15772.80,13615.00,1264.44,79405.00,22.00,101.82,131.09,17.00,0.75,0.02,
0.27,166.47,19.18,0.32,0.46,15008.00,13695.80,12549.00,12500.00,1174.23,54783.00,18.00,101.63,130.67,17.57,0.74,0.01,
0.30,155.83,34.36,0.32,0.46,16023.00,13471.30,12659.40,11696.00,1605.50,53885.00,18.00,103.48,115.43,15.82,0.77,0.01,
4.09,157.04,33.38,0.38,0.37,23314.00,15912.40,15268.10,11807.00,2244.24,763793.00,166.00,104.31,116.18,16.85,0.44,0.23,
0.20,156.72,33.40,0.39,0.47,15597.00,14194.00,13373.00,13373.00,996.86,42582.00,14.00,103.56,116.44,16.64,0.79,0.01,
0.26,164.58,22.42,0.72,0.12,14222.00,12971.50,12048.00,11781.00,1066.25,51886.00,18.00,103.30,127.33,14.19,0.62,0.01,
0.85,165.01,21.68,0.26,0.49,16845.00,13244.80,13253.20,11530.00,1485.34,132448.00,40.00,103.10,128.01,14.59,0.62,0.04,
0.52,164.18,23.17,0.29,0.35,16290.00,14068.00,13612.30,12663.00,1284.44,84408.00,26.00,103.51,126.59,14.76,0.67,0.02,
0.57,164.51,22.55,0.59,0.15,15926.00,13633.00,12319.40,12079.00,1411.88,95431.00,30.00,103.20,127.24,14.86,0.62,0.02,
0.73,165.58,21.22,0.49,0.13,15472.00,13198.30,12550.00,11910.00,1202.46,118785.00,38.00,103.42,128.42,15.17,0.58,0.03,
0.30,164.22,23.37,0.32,0.46,14741.00,13868.50,13761.90,13070.00,593.64,55474.00,18.00,103.68,126.42,15.40,0.71,0.01,
0.50,163.98,23.93,0.16,0.65,15521.00,13765.60,13485.70,12793.00,902.91,96359.00,28.00,103.94,125.85,15.72,0.57,0.01,
0.19,164.40,23.15,0.25,0.44,14325.00,13347.30,12759.00,12759.00,696.08,40042.00,14.00,103.56,126.72,15.66,0.65,0.00,
0.26,164.98,22.42,0.10,0.57,14369.00,13062.50,12847.00,11903.00,880.07,52250.00,18.00,103.62,127.40,15.77,0.62,0.01,
0.47,166.04,20.89,0.26,0.24,15500.00,13235.00,12654.60,11981.00,1167.65,79410.00,26.00,103.49,128.86,15.94,0.61,0.01,
4.66,164.29,23.01,0.46,0.36,30412.00,17511.80,16713.00,13305.00,3575.64,998175.00,190.00,103.44,126.49,17.04,0.45,0.29,
0.69,163.67,22.31,0.27,0.70,20955.00,15622.10,14345.40,13693.00,2371.30,140599.00,40.00,101.42,127.35,16.85,0.61,0.03,
2.60,159.45,29.99,0.37,0.51,20794.00,16487.70,15563.20,14325.00,1817.31,445168.00,104.00,104.30,119.48,16.44,0.42,0.11,
0.19,159.89,29.89,0.12,0.93,17918.00,15964.30,14279.00,14279.00,1497.68,47893.00,14.00,104.62,119.88,15.77,0.72,0.00,
0.32,159.53,29.92,0.32,0.46,16892.00,15235.30,15016.60,13626.00,1162.61,60941.00,18.00,104.00,119.90,16.04,0.71,0.01,
0.16,159.98,29.93,0.00,1.92,16308.00,15771.30,14808.00,14808.00,682.67,47314.00,14.00,104.77,119.82,16.05,0.78,0.00,
0.09,159.41,30.65,0.00,1.92,16424.00,15458.00,14354.00,14354.00,850.69,46374.00,14.00,104.63,119.15,16.35,0.66,0.00,
0.32,159.85,29.98,0.00,1.92,19471.00,17320.30,15068.00,15068.00,1798.94,51961.00,14.00,104.61,119.76,16.36,0.71,0.01,
0.68,159.92,29.73,0.34,0.43,20258.00,16463.00,16034.40,14476.00,1695.33,131704.00,34.00,104.46,119.92,16.76,0.63,0.03,
0.30,159.86,29.54,0.25,0.44,19326.00,16923.00,14491.00,14491.00,1973.99,50769.00,14.00,103.88,120.30,17.12,0.70,0.01,
0.38,160.59,28.66,0.25,0.44,21520.00,18896.00,17165.00,17165.00,1886.72,56688.00,14.00,103.97,121.18,17.20,0.70,0.01,
0.23,161.25,27.81,0.25,0.44,17257.00,15796.70,15047.00,15047.00,1032.73,47390.00,14.00,103.98,122.04,17.19,0.73,0.01,
0.20,162.59,24.90,0.80,0.13,15690.00,14014.80,13418.20,13128.00,997.91,56059.00,16.00,102.77,124.93,16.34,0.88,0.01,
0.31,163.15,24.58,0.32,0.46,16584.00,14931.30,14854.40,13352.00,1143.49,59725.00,18.00,103.26,125.22,16.57,0.76,0.01,
0.21,162.88,24.74,0.39,0.47,16720.00,15123.00,13456.00,13456.00,1333.44,45369.00,14.00,102.99,125.08,16.65,0.82,0.01,
0.75,163.04,24.51,0.62,0.19,15471.00,14503.50,14392.20,13712.00,572.25,145035.00,40.00,103.09,125.12,17.24,0.55,0.02,
0.84,163.32,24.32,0.54,0.32,20895.00,16113.50,15209.30,13760.00,2017.63,161135.00,40.00,103.19,125.33,17.86,0.67,0.04,
0.23,164.56,21.81,0.39,0.47,17116.00,15515.00,13350.00,13350.00,1588.34,46545.00,14.00,102.17,127.96,16.34,0.80,0.01,
0.34,164.65,22.43,0.12,0.69,15057.00,13885.40,13324.50,12955.00,732.52,69427.00,22.00,102.81,127.44,17.23,0.63,0.01,
0.55,164.46,23.08,0.39,0.38,25556.00,21190.00,18015.80,16861.00,3795.69,84760.00,18.00,103.35,126.69,17.78,0.79,0.03,
0.26,164.88,22.35,0.25,0.44,17055.00,15054.30,13170.00,13170.00,1588.18,45163.00,14.00,103.07,127.47,17.74,0.75,0.01,
0.35,164.77,22.22,0.25,0.50,15042.00,14297.50,14241.00,13556.00,526.71,57190.00,18.00,102.76,127.55,17.83,0.62,0.01,
2.68,164.29,23.48,0.25,0.64,24320.00,18165.20,17158.30,14463.00,2797.83,472296.00,102.00,103.71,126.13,18.08,0.47,0.13,
2.71,179.29,13.50,0.37,0.36,26671.00,15827.40,14268.40,11258.00,3941.96,553959.00,116.00,135.94,116.01,14.35,0.55,0.17,
0.32,183.77,8.53,0.28,0.29,15199.00,14407.20,14390.10,13642.00,489.44,86443.00,26.00,141.29,116.69,13.96,0.47,0.01,
1.24,183.90,7.98,0.18,0.51,30566.00,17273.00,15990.40,14413.00,3993.38,241822.00,50.00,141.68,116.31,14.74,0.60,0.06,
0.37,183.93,7.88,0.39,0.47,20802.00,17777.70,16075.00,16075.00,2144.18,53333.00,14.00,141.91,116.11,14.54,0.74,0.01,
3.72,180.32,12.84,0.22,0.73,24084.00,15260.70,14487.00,11221.00,2384.02,610427.00,148.00,136.74,116.60,14.90,0.41,0.18,
1.10,182.96,9.65,0.22,0.68,20955.00,16995.60,15740.20,13660.00,2585.36,169956.00,40.00,140.08,116.77,14.75,0.62,0.05,
0.66,184.30,7.92,0.27,0.60,21736.00,17801.10,15749.80,15044.00,2472.32,124608.00,30.00,141.84,116.82,14.22,0.67,0.03,
2.85,185.16,6.88,0.29,0.52,24862.00,17987.70,17863.50,13734.00,2814.19,575606.00,118.00,142.65,117.12,14.85,0.48,0.15,
0.49,186.76,4.82,0.35,0.52,18892.00,17511.20,16351.30,16311.00,1045.98,87556.00,22.00,145.01,116.81,14.50,0.71,0.02,
1.09,187.10,4.47,0.31,0.61,21266.00,17156.70,16779.50,13345.00,2226.02,188724.00,44.00,145.23,117.01,14.95,0.64,0.05,
2.48,187.71,3.84,0.19,0.69,21402.00,15036.10,14163.30,11545.00,2435.10,421012.00,104.00,145.83,117.30,14.50,0.45,0.11,
1.11,188.06,3.87,0.56,0.29,17496.00,14518.30,13594.40,12502.00,1597.03,188738.00,52.00,145.68,118.02,14.64,0.54,0.04,
0.83,187.76,4.68,0.44,0.37,17022.00,13713.60,13142.80,12403.00,1314.07,150850.00,44.00,145.03,118.37,14.50,0.43,0.02,
0.76,190.00,1.32,0.42,0.44,16999.00,14798.10,14542.50,12539.00,1465.17,133183.00,34.00,148.35,117.78,14.80,0.80,0.04,
0.33,186.14,6.21,0.47,0.32,19329.00,17900.30,17387.60,15620.00,1526.00,71601.00,18.00,143.55,117.60,14.55,0.68,0.01,
0.70,186.30,6.28,0.44,0.41,21224.00,17186.40,16658.80,13684.00,2463.98,137491.00,32.00,143.43,117.95,14.89,0.73,0.03,
1.72,191.30,0.32,0.27,0.68,24142.00,16289.40,15265.80,11518.00,3512.48,358366.00,66.00,149.26,118.70,15.06,0.66,0.11,
4.06,190.77,1.02,0.33,0.58,29941.00,16112.20,14729.80,11659.00,3437.44,902281.00,168.00,148.43,118.94,14.76,0.54,0.30,
0.43,190.33,1.60,0.42,0.30,18696.00,15518.60,14581.20,12642.00,2067.42,77593.00,22.00,148.13,118.63,14.57,0.76,0.02,
0.44,186.76,4.97,0.39,0.18,17404.00,15977.60,15487.90,14694.00,908.51,79888.00,22.00,144.76,117.07,14.76,0.53,0.01,
0.44,186.77,5.39,0.39,0.38,24925.00,19650.50,16154.90,15872.00,3815.66,78602.00,18.00,144.43,117.50,14.66,0.73,0.02,
0.43,186.68,5.68,0.39,0.38,22081.00,18511.00,17737.10,15087.00,2519.99,74044.00,22.00,144.13,117.75,14.59,0.79,0.02,
2.01,187.02,5.08,0.30,0.38,22221.00,16670.20,16292.80,13241.00,2192.19,366745.00,80.00,144.50,117.73,15.34,0.53,0.10,
0.80,190.09,1.32,0.30,0.52,18720.00,14197.60,12955.40,11759.00,2436.78,127778.00,32.00,148.45,117.74,15.36,0.77,0.05,
2.83,173.30,9.27,0.45,0.41,28670.00,16733.60,15275.30,14016.00,3046.43,568942.00,110.00,100.75,140.24,14.63,0.52,0.17,
0.20,169.41,14.68,0.25,0.44,14465.00,14275.70,14124.00,14124.00,141.69,42827.00,14.00,100.97,135.14,15.55,0.73,0.01,
0.76,172.90,10.10,0.32,0.57,20256.00,17098.30,16357.20,14711.00,1665.89,119688.00,28.00,100.86,139.65,14.78,0.67,0.03,
1.89,167.85,16.55,0.10,0.89,24617.00,15664.50,14761.10,11678.00,3361.79,360284.00,76.00,101.03,133.13,15.59,0.58,0.11,
4.56,174.37,8.01,0.43,0.39,27565.00,18658.30,17806.70,15198.00,3026.09,1044870.00,176.00,100.91,141.36,15.44,0.46,0.28,
0.32,174.65,8.47,0.39,0.38,21672.00,17799.80,15393.00,15393.00,2617.49,71199.00,18.00,101.39,141.33,15.80,0.77,0.01,
0.43,174.10,8.49,0.23,0.37,17868.00,16923.50,16502.50,15893.00,770.46,67694.00,18.00,100.51,141.23,16.23,0.66,0.01,
0.22,175.41,7.79,0.25,0.44,15689.00,14184.00,13283.00,13283.00,1071.08,42552.00,14.00,101.55,142.00,17.11,0.73,0.01,
1.04,169.85,15.19,0.27,0.38,20697.00,13643.90,12552.40,11671.00,2564.77,163727.00,46.00,102.48,134.58,15.28,0.64,0.05,
4.13,174.64,9.37,0.20,0.56,37802.00,20257.10,17830.70,12740.00,5439.94,1033110.00,148.00,103.00,140.16,15.68,0.53,0.31,
0.30,178.78,2.77,0.25,0.44,19679.00,15589.70,12670.00,12670.00,2978.55,46769.00,14.00,100.37,147.06,16.16,0.68,0.01,
0.36,178.03,2.77,0.16,0.84,18711.00,16266.00,16515.80,12857.00,2130.52,65064.00,18.00,99.10,147.04,15.87,0.73,0.01,
0.45,178.21,2.62,0.51,0.22,16694.00,14825.60,14439.30,12994.00,1195.92,74128.00,22.00,99.12,147.15,16.75,0.55,0.01,
