Value,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
,9.40,175.92,18.02,0.20,0.71,27147.00,9544.11,8539.86,4678.00,4019.61,1317090.00,346.00,100.02,131.40,60.66,0.47,0.86
,0.37,175.45,19.13,0.41,0.00,6587.00,5974.40,5407.06,5369.00,495.89,29872.00,22.00,100.20,130.70,60.49,0.60,0.01
,0.24,177.80,15.41,0.39,0.47,6585.00,5627.33,4746.00,4746.00,752.71,16882.00,14.00,99.69,134.38,60.14,0.84,0.01
,0.27,179.97,11.29,0.16,0.00,5171.00,4692.40,4426.06,4075.00,426.06,23462.00,22.00,98.57,138.55,58.95,0.66,0.01
,0.27,180.31,11.13,0.25,0.44,6104.00,5609.67,5131.00,5131.00,397.38,16829.00,14.00,98.53,138.75,59.62,0.71,0.01
,0.46,180.32,11.32,0.27,0.68,8408.00,5634.17,4607.89,4421.00,1551.10,33805.00,26.00,98.59,138.49,60.15,0.73,0.02
,0.21,180.74,10.98,0.25,0.44,6126.00,5107.67,4585.00,4585.00,720.16,15323.00,14.00,98.75,138.82,60.35,0.66,0.00
,0.18,182.21,7.30,0.25,0.44,5205.00,4631.00,4265.00,4265.00,410.97,13893.00,14.00,96.36,142.56,59.94,0.70,0.00
,0.28,182.61,6.73,0.25,0.44,6567.00,5827.00,5076.00,5076.00,608.75,17481.00,14.00,96.28,143.06,60.10,0.74,0.01
,0.25,182.99,6.74,0.25,0.44,6073.00,5118.33,4565.00,4565.00,677.90,15355.00,14.00,96.14,143.03,61.51,0.72,0.01
,0.28,177.84,15.77,0.39,0.47,8989.00,5941.33,4232.00,4232.00,2160.34,17824.00,14.00,100.12,133.98,60.45,0.75,0.01
,0.98,178.66,14.21,0.47,0.29,6150.00,5090.82,4953.49,4161.00,655.01,55999.00,46.00,99.66,135.41,60.40,0.55,0.04
,0.35,179.15,14.23,0.48,0.38,4697.00,4300.29,4211.61,3790.00,306.14,30102.00,30.00,100.00,135.57,60.97,0.64,0.01
,0.26,179.25,13.45,0.39,0.47,5543.00,5046.67,4773.00,4773.00,351.58,15140.00,14.00,99.41,136.36,60.44,0.73,0.01
,0.73,179.37,13.15,0.59,0.26,8616.00,5390.75,4549.97,4224.00,1403.68,43126.00,32.00,99.17,136.55,60.76,0.70,0.03
,0.98,180.57,11.46,0.44,0.42,7302.00,5505.73,5010.16,4440.00,987.47,60563.00,46.00,98.92,138.25,60.87,0.53,0.04
,0.16,180.16,11.44,0.25,0.50,5353.00,4757.50,4468.24,4436.00,367.91,19030.00,18.00,98.02,138.42,60.76,0.71,0.00
,0.32,180.50,10.26,0.08,0.87,6021.00,4953.40,4531.64,4419.00,603.28,24767.00,22.00,97.48,139.57,59.98,0.64,0.01
,3.20,181.01,9.98,0.54,0.31,10528.00,6195.03,5646.52,4491.00,1512.83,223021.00,128.00,98.15,139.46,60.69,0.46,0.17
,0.19,180.86,10.83,0.25,0.44,6136.00,5396.33,4833.00,4833.00,546.36,16189.00,14.00,98.08,139.05,61.29,0.72,0.00
,0.32,183.63,6.15,0.39,0.38,6032.00,5154.50,4739.67,4426.00,620.55,20618.00,18.00,97.19,143.69,60.23,0.73,0.01
,0.41,183.56,6.51,0.72,0.12,7830.00,6039.75,5684.77,4440.00,1215.20,24159.00,18.00,97.45,143.24,60.66,0.79,0.02
,0.39,177.72,15.50,0.16,0.40,6823.00,5549.25,5023.32,4757.00,794.26,22197.00,18.00,99.15,134.35,60.84,0.70,0.01
,0.38,177.67,15.77,0.63,0.18,5659.00,5069.00,4715.10,4486.00,453.83,30414.00,24.00,99.49,133.95,61.04,0.79,0.02
,0.41,177.98,15.79,0.42,0.30,7704.00,5583.20,4431.25,4312.00,1335.29,27916.00,22.00,99.93,134.01,61.09,0.72,0.02
,0.25,178.29,15.44,0.39,0.38,5087.00,4572.75,4465.52,4208.00,320.39,18291.00,22.00,99.92,134.36,61.25,0.77,0.01
,0.25,178.00,15.37,0.25,0.44,6383.00,5724.33,4657.00,4657.00,761.59,17173.00,14.00,99.12,134.49,61.40,0.75,0.01
,0.22,178.41,15.05,0.39,0.47,5563.00,4996.00,4141.00,4141.00,615.21,14988.00,14.00,99.42,134.71,61.63,0.77,0.01
,0.22,177.78,14.53,0.72,0.12,4639.00,4351.75,4131.71,4046.00,265.07,17407.00,18.00,98.62,135.23,59.93,0.60,0.00
,0.30,178.19,14.49,0.25,0.44,6647.00,5778.67,5215.00,5215.00,623.04,17336.00,14.00,98.91,135.29,60.53,0.68,0.01
,0.34,178.82,14.48,0.25,0.44,7447.00,6510.00,5200.00,5200.00,954.50,19530.00,14.00,99.59,135.37,61.10,0.75,0.01
,0.35,182.58,8.96,0.23,0.37,6057.00,4970.00,4393.98,4214.00,732.28,19880.00,18.00,98.93,140.76,61.12,0.72,0.01
,0.32,182.30,8.29,0.12,0.93,6385.00,5570.00,4639.00,4639.00,717.51,16710.00,14.00,97.33,141.52,61.07,0.77,0.01
,0.82,183.57,7.02,0.21,0.47,5912.00,4685.40,4513.03,3900.00,577.46,46854.00,40.00,98.31,142.72,60.55,0.53,0.03
,1.16,183.44,6.45,0.43,0.43,6567.00,5559.31,5305.66,4783.00,605.93,72271.00,52.00,97.06,143.20,61.04,0.59,0.05
,0.45,185.56,4.25,0.20,0.61,6312.00,5323.40,4706.24,4137.00,793.60,26617.00,22.00,97.68,145.51,60.98,0.73,0.02
,0.21,185.47,4.50,0.25,0.44,6332.00,4997.00,3970.00,3970.00,988.57,14991.00,14.00,97.55,145.34,61.32,0.76,0.01
,0.58,185.67,3.34,0.31,0.13,6115.00,4992.43,4737.62,4209.00,601.28,34947.00,30.00,96.22,146.51,61.23,0.59,0.02
,0.23,187.34,2.35,0.10,0.57,5505.00,4242.00,3901.02,3647.00,736.94,16968.00,18.00,98.29,147.53,60.57,0.54,0.00
,1.35,187.66,1.48,0.37,0.49,8394.00,5441.13,4936.38,4179.00,1097.45,81617.00,58.00,97.83,148.15,60.81,0.60,0.07
,0.21,187.79,2.36,0.25,0.44,4823.00,4590.33,4379.00,4379.00,181.88,13771.00,14.00,98.54,147.53,61.56,0.69,0.01
,1.08,176.75,17.15,0.09,0.64,8491.00,6103.82,5824.08,4328.00,1108.71,67142.00,42.00,99.59,132.57,61.23,0.59,0.05
,0.11,176.24,17.14,0.03,0.98,4766.00,4249.00,3787.00,3787.00,401.56,12747.00,14.00,98.62,132.75,60.92,0.54,0.00
,0.20,178.76,15.52,0.39,0.38,5069.00,4249.75,3963.93,3900.00,476.68,16999.00,18.00,100.40,134.32,61.90,0.72,0.00
,0.24,178.57,16.11,0.32,0.46,5873.00,4578.50,4137.25,4074.00,749.35,18314.00,18.00,100.61,133.73,62.29,0.78,0.01
,0.29,179.82,13.03,0.10,0.57,5251.00,4695.75,4359.44,4300.00,390.10,18783.00,18.00,98.84,136.84,61.98,0.55,0.01
,1.03,187.60,0.72,0.39,0.23,7564.00,5455.64,4894.18,4059.00,1111.38,60012.00,44.00,96.05,149.01,61.36,0.60,0.05
,0.56,187.87,0.57,0.08,0.87,6947.00,5736.20,4995.63,4522.00,924.86,28681.00,22.00,96.45,149.23,61.01,0.62,0.02
,0.24,187.32,1.02,0.25,0.44,6524.00,5200.67,4107.00,4107.00,1000.01,15602.00,14.00,95.93,148.85,61.08,0.71,0.01
,0.57,187.86,0.84,0.47,0.29,11017.00,7285.00,5769.63,4496.00,2312.96,36425.00,22.00,96.32,148.87,62.07,0.73,0.02
,0.29,188.31,0.49,0.22,0.61,8085.00,5789.25,5089.00,4661.00,1346.40,23157.00,18.00,96.52,149.24,62.24,0.78,0.01
,0.24,180.48,11.86,0.39,0.47,6121.00,5093.00,4024.00,4024.00,856.59,15279.00,14.00,99.42,137.95,60.47,0.69,0.01
,0.59,180.84,11.41,0.18,0.43,7409.00,5634.29,4723.78,4446.00,1098.68,39440.00,30.00,98.89,138.35,61.51,0.60,0.02
,0.23,180.82,11.87,0.39,0.47,5652.00,4986.33,4495.00,4495.00,488.16,14959.00,14.00,99.28,137.98,61.65,0.74,0.01
,0.33,180.85,11.68,0.25,0.44,10220.00,6819.33,4371.00,4371.00,2480.98,20458.00,14.00,99.07,138.11,61.78,0.71,0.01
,1.61,181.40,10.19,0.35,0.51,10449.00,6327.25,5727.86,4748.00,1357.24,126545.00,66.00,98.23,139.48,61.67,0.69,0.11
,0.33,182.56,8.24,0.39,0.47,5954.00,5477.67,4649.00,4649.00,588.14,16433.00,14.00,97.40,141.57,61.64,0.78,0.01
,0.51,183.97,7.31,0.13,0.33,5498.00,5112.20,4916.23,4742.00,265.20,25561.00,22.00,98.43,142.54,61.96,0.62,0.02
,0.28,183.73,7.33,0.16,0.40,5423.00,4959.75,4782.34,4435.00,379.85,19839.00,18.00,97.89,142.46,62.28,0.64,0.01
,0.44,184.33,6.15,0.23,0.00,6012.00,5180.60,4839.34,4432.00,529.39,25903.00,22.00,97.86,143.71,61.23,0.62,0.01
,1.34,184.06,6.21,0.23,0.51,8704.00,5994.87,5194.49,4657.00,1205.14,89923.00,56.00,97.37,143.44,61.83,0.58,0.06
,1.45,184.44,5.96,0.61,0.15,11468.00,6501.14,6256.52,4591.00,1960.47,91016.00,58.00,97.82,143.52,62.05,0.57,0.07
,0.22,183.95,6.29,0.25,0.44,5761.00,4952.33,4120.00,4120.00,670.14,14857.00,14.00,96.80,143.57,62.07,0.69,0.01
,0.70,184.66,6.22,0.09,0.43,6487.00,5095.33,4759.93,4017.00,701.62,45858.00,38.00,97.64,143.54,62.95,0.58,0.02
,0.23,184.46,6.10,0.25,0.44,5961.00,5079.33,4517.00,4517.00,631.28,15238.00,14.00,97.29,143.68,62.59,0.66,0.01
,0.28,184.80,6.28,0.39,0.38,5863.00,4927.25,4519.84,4368.00,582.06,19709.00,18.00,98.07,143.46,62.87,0.74,0.01
,0.12,184.32,5.70,0.39,0.47,4897.00,4463.00,4168.00,4168.00,313.42,13389.00,14.00,97.33,144.13,61.06,0.83,0.00
,0.22,184.30,5.84,0.32,0.46,5540.00,4869.75,4516.72,4430.00,442.15,19479.00,18.00,97.25,143.93,61.59,0.76,0.01
,0.14,184.70,5.61,0.39,0.47,5207.00,4519.67,4021.00,4021.00,502.23,13559.00,14.00,97.72,144.23,61.34,0.80,0.00
,0.18,177.04,17.57,0.25,0.44,6563.00,5885.67,5109.00,5109.00,597.73,17657.00,14.00,99.91,132.30,62.10,0.67,0.00
,0.40,177.39,16.99,0.23,0.37,6167.00,5893.75,5820.85,5688.00,174.87,23575.00,18.00,99.95,132.75,62.10,0.75,0.02
,0.20,182.03,9.21,0.25,0.50,6803.00,5181.25,4414.47,4297.00,999.99,20725.00,18.00,98.02,140.58,61.35,0.68,0.00
,0.69,181.76,9.67,0.21,0.70,6299.00,5326.11,4870.93,4622.00,598.57,47935.00,38.00,97.93,140.07,61.88,0.55,0.02
,0.43,182.12,9.63,0.25,0.44,10894.00,9050.00,6934.00,6934.00,1628.07,27150.00,14.00,98.29,140.20,62.04,0.78,0.02
,0.42,182.44,9.49,0.21,0.42,7167.00,5359.60,4421.20,4084.00,1089.02,26798.00,22.00,98.64,140.29,62.25,0.69,0.01
,7.99,176.57,17.88,0.19,0.77,27762.00,11006.20,9488.59,5163.00,4923.98,1408790.00,308.00,100.15,131.37,62.36,0.51,0.78
,1.11,176.91,17.83,0.10,0.75,8490.00,6649.69,6296.25,5610.00,791.15,86446.00,50.00,99.82,131.94,62.64,0.49,0.04
,0.28,176.69,18.95,0.25,0.44,9593.00,6765.00,5098.00,5098.00,2010.34,20295.00,14.00,100.66,130.85,62.97,0.71,0.01
,0.26,180.65,12.43,0.25,0.44,5885.00,4988.33,4122.00,4122.00,720.06,14965.00,14.00,99.82,137.43,61.49,0.70,0.01
,0.23,180.87,12.72,0.00,1.98,6996.00,4972.00,3837.00,3837.00,1434.70,14916.00,14.00,99.95,137.13,62.58,0.66,0.01
,0.28,180.87,12.33,0.25,0.50,5278.00,4709.50,4636.09,3942.00,497.12,18838.00,18.00,99.76,137.44,62.24,0.70,0.01
,0.18,186.01,3.34,0.25,0.44,7976.00,5463.33,4090.00,4090.00,1779.29,16390.00,14.00,96.86,146.48,61.33,0.74,0.00
,0.26,186.12,2.81,0.39,0.38,5432.00,4778.00,4500.06,4285.00,436.16,19112.00,18.00,96.45,146.99,61.08,0.72,0.01
,1.58,186.47,3.05,0.32,0.40,6127.00,5137.58,5022.89,4230.00,559.26,97614.00,76.00,96.81,146.63,62.45,0.48,0.06
,0.22,186.27,3.32,0.25,0.44,5167.00,4880.33,4308.00,4308.00,404.70,14641.00,14.00,96.45,146.52,62.67,0.63,0.01
,0.64,188.52,0.91,0.43,0.23,6450.00,5326.00,4679.47,4195.00,820.83,37282.00,30.00,97.64,148.72,62.35,0.59,0.02
,0.11,203.71,5.31,0.12,0.93,4282.00,4161.00,3962.00,3962.00,141.81,12483.00,14.00,129.58,144.60,61.63,0.51,0.00
,0.43,203.16,5.38,0.08,0.87,6101.00,5090.20,4458.96,4020.00,785.69,25451.00,22.00,128.45,144.41,62.62,0.64,0.01
,0.21,204.13,4.87,0.25,0.44,6295.00,4876.00,3922.00,3922.00,1023.05,14628.00,14.00,129.38,144.93,62.66,0.70,0.01
,0.10,203.56,5.46,0.25,0.44,4414.00,4164.33,3918.00,3918.00,202.50,12493.00,14.00,128.71,144.45,63.25,0.56,0.00
,0.27,204.07,5.06,0.25,0.44,5465.00,5179.00,4826.00,4826.00,265.14,15537.00,14.00,129.19,144.76,63.25,0.74,0.01
,2.98,191.26,14.48,0.30,0.58,13113.00,6632.94,6188.69,4069.00,2033.02,238786.00,122.00,120.81,135.09,61.12,0.55,0.20
,4.49,201.21,6.29,0.27,0.69,17446.00,7796.69,6911.63,3962.00,2986.21,421021.00,170.00,127.42,143.27,61.04,0.48,0.30
,0.32,196.90,10.24,0.25,0.44,6244.00,5568.00,4472.00,4472.00,782.00,16704.00,14.00,124.25,139.53,62.13,0.72,0.01
,0.29,203.88,4.85,0.39,0.47,6264.00,5110.67,4022.00,4022.00,916.43,15332.00,14.00,129.32,144.95,61.92,0.73,0.01
,0.21,206.14,3.09,0.22,0.61,4874.00,4429.00,4284.75,3875.00,383.70,17716.00,18.00,130.93,146.68,61.94,0.84,0.01
,0.44,189.16,17.16,0.71,0.16,6145.00,4924.40,4634.91,4121.00,667.41,24622.00,22.00,119.68,132.64,62.17,0.75,0.02
,0.28,189.14,16.99,0.32,0.46,5728.00,4702.50,4332.65,4270.00,596.91,18810.00,18.00,119.48,132.86,62.02,0.76,0.01
,0.25,189.73,16.89,0.25,0.44,6354.00,5122.00,4217.00,4217.00,902.55,15366.00,14.00,120.00,132.91,62.69,0.67,0.01
,5.15,191.65,14.36,0.27,0.69,26455.00,9595.91,8531.38,4913.00,4245.09,652522.00,196.00,120.84,135.10,62.24,0.51,0.40
,0.15,191.85,13.91,0.12,0.93,5627.00,4681.00,4152.00,4152.00,670.48,14043.00,14.00,120.65,135.96,61.36,0.63,0.00
,0.31,195.82,11.78,0.35,0.52,4910.00,4377.20,4116.45,3884.00,401.66,21886.00,22.00,124.20,138.02,62.20,0.79,0.01
,0.65,198.43,9.37,0.20,0.31,6799.00,5213.43,4100.09,3808.00,1177.07,36494.00,30.00,125.83,140.28,62.15,0.71,0.03
,11.81,201.87,6.05,0.18,0.80,33444.00,11353.80,8984.65,5111.00,5916.38,2452430.00,462.00,127.57,143.30,62.78,0.50,1.33
,0.24,202.47,6.05,0.25,0.44,6988.00,6414.33,5769.00,5769.00,500.22,19243.00,14.00,127.89,143.78,62.97,0.67,0.01
,0.32,201.97,7.30,0.25,0.44,8105.00,6496.00,5672.00,5672.00,1137.85,19488.00,14.00,127.90,142.48,64.28,0.76,0.01
,0.20,202.06,7.49,0.25,0.44,5955.00,5191.67,4468.00,4468.00,607.71,15575.00,14.00,128.20,142.33,64.31,0.74,0.01
,0.19,201.93,6.97,0.12,0.93,7500.00,6091.33,5338.00,5338.00,996.88,18274.00,14.00,127.54,142.86,64.04,0.66,0.00
,0.15,203.66,5.74,0.39,0.47,4488.00,4333.33,4255.00,4255.00,109.36,13000.00,14.00,130.06,144.07,61.67,0.75,0.00
,1.54,203.91,5.68,0.38,0.50,8429.00,5214.47,4374.33,4012.00,1300.07,88646.00,64.00,130.09,144.04,62.53,0.46,0.06
,0.56,204.14,5.79,0.19,0.20,9303.00,5794.50,4646.91,4143.00,1734.93,34767.00,26.00,130.19,144.02,63.08,0.66,0.02
,0.32,203.91,5.99,0.23,0.37,6835.00,5214.75,4566.67,4159.00,1020.40,20859.00,18.00,129.76,143.86,63.60,0.62,0.01
,0.32,207.72,1.20,0.16,0.39,4526.00,4242.00,4179.36,3914.00,188.68,25452.00,26.00,131.60,148.66,61.08,0.52,0.01
,0.28,207.60,1.16,0.25,0.44,6835.00,5393.00,4539.00,4539.00,1025.41,16179.00,14.00,131.21,148.70,61.42,0.70,0.01
,0.13,207.77,1.80,0.25,0.44,5080.00,4419.33,3857.00,3857.00,504.11,13258.00,14.00,132.01,148.02,61.91,0.69,0.00
,0.92,207.88,1.05,0.21,0.77,7195.00,5915.13,5560.23,4870.00,910.42,47321.00,34.00,131.52,148.60,61.92,0.68,0.05
,0.22,207.92,0.87,0.27,0.00,6280.00,4804.67,3839.00,3839.00,1059.70,14414.00,14.00,131.25,148.98,61.72,0.71,0.01
,0.36,207.87,1.58,0.27,0.00,6502.00,6041.33,5468.00,5468.00,429.58,18124.00,14.00,131.79,148.25,62.14,0.77,0.01
,0.42,208.06,1.19,0.74,0.14,6228.00,4613.50,4251.95,3939.00,791.85,27681.00,26.00,131.45,148.50,62.90,0.58,0.01
,0.64,208.33,0.97,0.25,0.41,7214.00,6051.83,5569.86,4164.00,1119.83,36311.00,26.00,132.11,148.74,61.86,0.76,0.03
,1.23,157.88,24.44,0.52,0.26,7653.00,5384.67,5179.63,4267.00,914.11,64616.00,52.00,72.75,125.35,62.60,0.52,0.05
,0.27,159.59,22.29,0.25,0.44,7979.00,5660.33,4436.00,4436.00,1640.40,16981.00,14.00,72.70,127.53,62.61,0.76,0.01
,0.41,158.63,23.68,0.25,0.44,10729.00,7829.67,4964.00,4964.00,2353.67,23489.00,14.00,72.65,126.15,63.02,0.71,0.01
,0.41,160.07,21.33,0.16,0.40,5445.00,4938.00,4637.40,4290.00,489.89,19752.00,18.00,71.91,128.49,62.80,0.69,0.01
,0.46,158.97,23.20,0.35,0.27,6681.00,4997.14,4324.85,3964.00,1061.39,34980.00,28.00,72.32,126.55,63.45,0.76,0.02
,0.53,159.83,22.27,0.72,0.17,5148.00,4508.38,4463.92,3747.00,479.78,36067.00,34.00,72.65,127.43,63.46,0.72,0.02
,0.37,160.34,21.80,0.06,0.47,4846.00,4211.17,4162.00,3694.00,401.76,25267.00,26.00,72.51,128.06,63.64,0.55,0.01
,3.09,166.90,33.97,0.40,0.38,12232.00,8242.67,7454.23,6177.00,1823.94,272008.00,118.00,103.05,115.62,62.21,0.52,0.19
,0.23,167.64,33.97,0.27,0.00,7052.00,5794.33,4674.00,4674.00,975.66,17383.00,14.00,103.48,115.89,62.98,0.71,0.01
,0.32,167.28,34.50,0.25,0.44,8523.00,7110.33,4773.00,4773.00,1664.71,21331.00,14.00,103.32,115.32,63.30,0.74,0.01
,0.61,166.96,32.55,0.15,0.46,7747.00,5511.25,5065.26,4056.00,1147.69,44090.00,34.00,102.09,117.20,60.98,0.62,0.02
,0.25,166.82,32.94,0.12,0.93,8661.00,6861.00,4942.00,4942.00,1520.61,20583.00,14.00,102.42,116.82,60.75,0.78,0.01
,7.98,167.59,32.17,0.32,0.56,29920.00,11167.60,9366.46,4983.00,4683.66,1529960.00,310.00,102.51,117.09,62.19,0.53,0.81
,0.66,167.88,32.19,0.66,0.21,12038.00,8566.00,8090.55,6802.00,1678.16,51396.00,26.00,102.85,117.52,61.61,0.79,0.04
,0.38,167.77,33.32,0.27,0.00,8975.00,7361.33,6143.00,6143.00,1189.47,22084.00,14.00,102.48,116.49,63.84,0.68,0.01
,0.41,168.22,33.11,0.29,0.52,8025.00,6042.00,5476.87,4747.00,1024.06,42294.00,28.00,102.73,116.67,64.29,0.72,0.01
,0.09,168.54,32.68,0.39,0.47,5816.00,5278.67,4996.00,4996.00,380.13,15836.00,14.00,102.46,117.18,64.65,0.79,0.00
,0.53,166.00,30.56,0.24,0.38,7754.00,5590.29,5106.58,4464.00,1008.86,39132.00,30.00,97.35,119.14,62.33,0.59,0.02
,1.48,166.53,30.13,0.53,0.33,10421.00,7105.47,6321.50,4955.00,1693.36,120793.00,58.00,97.78,119.46,62.44,0.71,0.10
,0.23,166.40,29.98,0.00,1.92,5459.00,5294.67,5023.00,5023.00,193.51,15884.00,14.00,97.17,119.87,62.27,0.72,0.01
,1.50,166.93,29.85,0.43,0.41,8697.00,6626.71,6694.92,4390.00,1146.15,92774.00,58.00,97.84,119.81,62.77,0.55,0.07
,0.68,167.37,29.88,0.17,0.67,7393.00,6207.14,5808.10,4934.00,769.32,43450.00,28.00,98.29,119.87,63.11,0.70,0.03
,13.88,170.48,29.32,0.17,0.72,37067.00,12504.20,10286.30,4728.00,6454.55,3163570.00,568.00,103.38,119.73,63.55,0.48,1.59
,0.19,170.38,29.60,0.25,0.44,6995.00,6453.33,6157.00,6157.00,383.58,19360.00,14.00,103.17,120.24,62.66,0.72,0.00
,0.22,170.10,30.47,0.25,0.44,7750.00,6648.00,5689.00,5689.00,847.45,19944.00,14.00,102.72,119.30,64.41,0.71,0.01
,0.42,170.40,30.30,0.32,0.46,7584.00,7189.75,7423.13,6297.00,518.88,28759.00,18.00,102.70,119.49,64.87,0.76,0.02
,0.31,171.78,29.61,0.16,0.40,6324.00,5416.00,5246.50,4783.00,562.22,21664.00,18.00,103.89,120.22,65.27,0.64,0.01
,0.38,170.35,30.73,0.25,0.44,7911.00,6858.33,5856.00,5856.00,839.70,20575.00,14.00,102.76,119.12,65.35,0.72,0.01
,0.31,170.75,30.51,0.22,0.61,8311.00,6508.25,5599.79,5501.00,1127.82,26033.00,18.00,103.35,119.22,65.27,0.80,0.01
,0.15,174.15,28.59,0.39,0.47,4892.00,4583.00,4256.00,4256.00,259.96,13749.00,14.00,108.54,121.27,61.98,0.75,0.00
,0.28,174.63,28.26,0.25,0.44,6279.00,5438.67,4703.00,4703.00,647.64,16316.00,14.00,108.28,121.55,63.21,0.76,0.01
,0.33,171.60,23.57,0.44,0.21,7351.00,5845.50,5072.00,4758.00,1020.13,23382.00,18.00,98.03,126.30,62.33,0.57,0.01
,0.53,171.55,23.61,0.38,0.29,9038.00,6141.67,5360.38,4835.00,1430.18,36850.00,26.00,98.02,126.08,62.66,0.70,0.02
,2.12,166.99,33.85,0.15,0.40,12854.00,7897.00,7095.93,4799.00,2105.74,165837.00,78.00,102.59,115.82,62.82,0.50,0.10
,0.34,166.82,33.80,0.72,0.12,7470.00,6169.75,5578.59,5318.00,834.47,24679.00,18.00,102.19,116.04,62.62,0.66,0.01
,19.59,169.03,27.48,0.38,0.44,36853.00,14545.20,12211.10,6378.00,6673.59,5658070.00,754.00,98.86,121.61,63.32,0.45,2.50
,0.36,168.63,28.51,0.25,0.44,14573.00,11215.00,8783.00,8783.00,2452.77,33645.00,14.00,98.34,121.27,63.70,0.80,0.01
,0.98,168.45,28.84,0.52,0.26,10019.00,7350.64,6845.11,5674.00,1244.59,80857.00,40.00,98.26,120.82,64.20,0.66,0.05
,0.56,171.95,26.61,0.12,0.63,6038.00,4682.29,4232.00,3974.00,665.98,32776.00,30.00,102.51,123.09,62.51,0.53,0.01
,0.19,176.82,27.23,0.00,1.92,5091.00,4539.67,4037.00,4037.00,431.67,13619.00,14.00,110.80,122.63,62.85,0.71,0.00
,6.92,169.82,26.17,0.20,0.69,25492.00,9171.87,8265.22,5537.00,3046.26,963046.00,258.00,98.55,123.25,62.73,0.53,0.66
,0.20,177.73,26.35,0.25,0.44,6412.00,4755.33,3808.00,3808.00,1175.46,14266.00,14.00,111.64,123.51,62.19,0.73,0.01
,0.41,178.04,26.17,0.44,0.21,6822.00,5217.00,4417.31,4122.00,1059.54,20868.00,18.00,111.85,123.66,62.44,0.65,0.01
,0.66,177.86,26.40,0.38,0.36,6481.00,4992.14,4641.34,3949.00,876.72,34945.00,30.00,111.66,123.34,62.87,0.59,0.02
,0.12,177.55,26.71,0.39,0.47,4565.00,4156.67,3930.00,3930.00,289.32,12470.00,14.00,111.29,123.10,63.15,0.78,0.00
,0.21,178.34,26.33,0.00,1.92,5023.00,4764.33,4550.00,4550.00,195.63,14293.00,14.00,112.07,123.53,63.15,0.70,0.01
,0.16,178.32,25.95,0.25,0.44,4543.00,4188.67,3957.00,3957.00,254.47,12566.00,14.00,111.47,123.94,63.35,0.69,0.00
,0.21,170.57,25.50,0.00,1.98,6245.00,5583.00,5110.00,5110.00,482.25,16749.00,14.00,98.76,124.39,62.19,0.47,0.00
,1.75,170.86,24.86,0.32,0.47,13301.00,7528.42,6522.31,4958.00,2164.53,143040.00,66.00,98.55,124.74,62.63,0.59,0.10
,0.36,170.65,25.48,0.32,0.46,7122.00,6170.50,5845.18,5707.00,559.37,24682.00,18.00,98.45,124.32,63.06,0.72,0.01
,0.39,178.71,25.51,0.29,0.35,4336.00,4123.17,4013.00,3792.00,205.44,24739.00,26.00,112.33,124.27,62.27,0.63,0.01
,0.21,179.34,24.76,0.39,0.47,4966.00,4309.00,3698.00,3698.00,518.68,12927.00,14.00,112.63,125.05,61.96,0.79,0.01
,0.26,179.67,24.62,0.03,0.98,4394.00,4265.33,4026.00,4026.00,169.39,12796.00,14.00,112.84,125.26,62.12,0.56,0.01
,1.55,179.36,24.79,0.27,0.56,6948.00,4561.26,4112.30,3678.00,787.89,86664.00,74.00,112.40,124.87,62.80,0.46,0.06
,0.44,172.92,24.27,0.08,0.53,7402.00,5689.50,4976.22,4702.00,1049.68,22758.00,18.00,101.41,125.53,62.15,0.62,0.01
,0.38,173.33,23.99,0.21,0.42,5770.00,4897.20,4584.95,4339.00,511.83,24486.00,22.00,101.63,125.84,62.30,0.66,0.01
,0.31,173.56,23.73,0.25,0.44,6599.00,6018.00,5559.00,5559.00,433.25,18054.00,14.00,101.55,126.04,62.63,0.72,0.01
,0.19,173.82,23.76,0.39,0.47,5924.00,5394.33,4758.00,4758.00,481.95,16183.00,14.00,102.05,126.04,62.55,0.87,0.01
,0.26,173.87,23.44,0.39,0.47,6211.00,5871.67,5317.00,5317.00,395.46,17615.00,14.00,101.74,126.35,62.57,0.82,0.01
,0.43,173.99,23.14,0.23,0.37,12244.00,7576.50,6249.09,4830.00,2803.65,30306.00,18.00,101.54,126.61,62.70,0.75,0.02
,0.95,174.51,22.23,0.72,0.14,8834.00,6263.40,5637.38,5229.00,1334.20,62634.00,42.00,101.19,127.46,63.00,0.50,0.03
,0.59,175.95,20.68,0.29,0.55,10046.00,7042.43,6062.49,5473.00,1481.95,49297.00,30.00,101.80,129.04,62.78,0.63,0.02
,0.30,175.73,20.81,0.39,0.47,10659.00,8699.33,6872.00,6872.00,1548.87,26098.00,14.00,101.47,128.97,62.85,0.86,0.01
,0.39,167.46,33.84,0.10,0.57,11144.00,7325.75,6179.30,5642.00,2219.38,29303.00,18.00,103.01,115.94,63.15,0.72,0.01
,0.18,167.97,31.93,0.44,0.21,5993.00,5308.75,5199.45,4805.00,429.77,21235.00,18.00,102.63,117.95,61.40,0.66,0.00
,9.36,168.37,31.90,0.32,0.51,26182.00,10902.20,9630.63,5206.00,4368.02,1635330.00,374.00,102.67,117.46,63.32,0.50,0.95
